Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação,Origem,Hora da Transação,Cod_Loja,Localizacao_Loja,Cod_Produto,Categoria do Produto,Tipo do Produto,Detalhe do Produto,valor_imputado,is_valid,quality_issues
TXN_7469391,COFFEE,5,2.00,10.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4695464,COOKIE,4,1.00,4.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1475403,COOKIE,1,1.00,1.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9705872,COOKIE,3,,3.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_6286062,COFFEE,1,2.00,2.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5380198,CAKE,3,3.00,9.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4876195,TEA,2,1.50,3.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4009914,SANDWICH,2,4.00,8.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8061460,SANDWICH,3,4.00,12.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5514988,COOKIE,5,1.00,5.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8619494,COFFEE,2,2.00,4.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3754190,N/A,3,3.00,9.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9181224,SANDWICH,5,4.00,20.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4476636,COFFEE,3,,6.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_1197495,JUICE,5,3.00,15.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2615514,COOKIE,5,,5.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_7331525,CAKE,2,3.00,6.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8722854,JUICE,1,3.00,3.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8167275,SALAD,5,5.00,25.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7618171,CAKE,5,3.00,15.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7389626,TEA,2,1.50,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2112333,COOKIE,2,1.00,2.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2785563,JUICE,5,3.00,15.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7060144,CAKE,5,3.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6126149,TEA,2,1.50,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5613875,TEA,5,1.50,7.50,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1985142,SMOOTHIE,3,4.00,12.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7379007,CAKE,2,3.00,6.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1339158,SALAD,4,5.00,20.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7948933,SANDWICH,3,4.00,12.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9182359,SALAD,3,5.00,15.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5235471,CAKE,5,3.00,15.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1848481,COOKIE,4,1.00,4.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9455737,N/A,3,5.00,15.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1026799,CAKE,5,3.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2582926,SMOOTHIE,4,4.00,16.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6327139,N/A,4,4.00,16.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3716685,N/A,5,4.00,20.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1580822,JUICE,5,3.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5060289,TEA,5,1.50,7.50,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8069514,SMOOTHIE,4,4.00,16.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7603895,SMOOTHIE,5,4.00,20.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9699116,COOKIE,2,1.00,2.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9999124,JUICE,2,3.00,6.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9924421,CAKE,5,3.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4620459,SANDWICH,5,4.00,20.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6368424,COOKIE,3,1.00,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4791031,COFFEE,,2.00,10.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_9432007,COOKIE,4,1.00,4.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8872160,SALAD,5,5.00,25.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8059782,CAKE,5,3.00,15.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5639908,TEA,,1.50,4.50,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_4325098,N/A,5,3.00,15.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3737378,SMOOTHIE,1,4.00,4.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2653400,SMOOTHIE,1,4.00,4.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6927392,SALAD,3,5.00,15.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3024493,SMOOTHIE,1,4.00,4.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2740398,COOKIE,4,1.00,4.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6995665,TEA,2,1.50,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7763764,COOKIE,2,1.00,2.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8726097,TEA,1,1.50,1.50,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7445500,SALAD,4,5.00,20.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6461461,JUICE,1,3.00,3.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8878429,CAKE,5,3.00,15.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8888599,SANDWICH,5,4.00,20.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6361309,CAKE,5,3.00,15.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6301984,JUICE,5,3.00,15.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2268203,SALAD,3,5.00,15.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4994052,COFFEE,4,2.00,8.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9448209,SANDWICH,3,4.00,12.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8960347,SMOOTHIE,,4.00,12.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_6243134,TEA,2,1.50,3.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1804132,SMOOTHIE,3,4.00,12.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5649995,TEA,2,1.50,3.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9894270,COOKIE,,1.00,4.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_1481470,JUICE,3,3.00,9.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5752187,JUICE,4,3.00,12.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9550397,COFFEE,4,2.00,8.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5896413,COFFEE,3,2.00,6.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8156272,SALAD,2,5.00,10.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4483944,JUICE,4,3.00,12.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2607233,COFFEE,3,2.00,6.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6753977,TEA,3,1.50,4.50,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1193930,COFFEE,1,2.00,2.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5047792,SALAD,1,5.00,5.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6184247,N/A,1,3.00,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1409029,SANDWICH,1,4.00,4.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6344738,N/A,4,5.00,20.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9882485,SALAD,5,5.00,25.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8899602,SALAD,4,5.00,20.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6388090,JUICE,4,3.00,12.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2414686,CAKE,1,3.00,3.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2896162,COOKIE,2,1.00,2.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9615339,SANDWICH,1,4.00,4.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3018211,SALAD,4,5.00,20.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7474617,SALAD,3,5.00,15.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2477021,COOKIE,4,,4.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_6296806,SANDWICH,2,4.00,8.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3435561,N/A,2,3.00,6.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5900899,N/A,4,1.00,4.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4832566,SANDWICH,4,4.00,16.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6859249,COOKIE,,,2.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_4977954,JUICE,4,3.00,12.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3701660,SANDWICH,1,4.00,4.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4428307,SALAD,3,5.00,15.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9868954,SMOOTHIE,4,4.00,16.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8854471,CAKE,5,3.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7243779,N/A,1,1.00,1.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2529216,TEA,3,,4.50,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_3014967,SALAD,,5.00,5.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_1776070,SANDWICH,3,4.00,12.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6070523,N/A,4,2.00,8.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3638761,JUICE,5,3.00,15.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5569954,COOKIE,4,1.00,4.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9556442,SANDWICH,1,4.00,4.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1022126,TEA,,1.50,4.50,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_8152941,COFFEE,3,2.00,6.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2548742,SALAD,5,5.00,25.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7133645,SANDWICH,5,4.00,20.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2097072,TEA,4,1.50,6.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7543525,TEA,4,1.50,6.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5376589,COFFEE,5,2.00,10.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1381818,JUICE,4,3.00,12.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7241859,COOKIE,1,1.00,1.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6748232,N/A,2,4.00,8.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5315665,TEA,3,1.50,4.50,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3456057,SANDWICH,1,4.00,4.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4704321,CAKE,3,3.00,9.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5578380,TEA,,1.50,6.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_2194660,N/A,1,5.00,5.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9617269,COFFEE,1,2.00,2.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3130302,SMOOTHIE,3,4.00,12.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5145016,SANDWICH,1,4.00,4.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1293509,JUICE,3,3.00,9.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4558455,N/A,3,5.00,15.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5154112,CAKE,3,3.00,9.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1704642,N/A,5,3.00,15.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4865947,TEA,2,1.50,3.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5468350,SALAD,4,5.00,20.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3886176,COOKIE,4,1.00,4.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4461853,CAKE,5,3.00,15.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6553641,SALAD,1,5.00,5.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8953489,JUICE,5,3.00,15.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1624458,TEA,,1.50,6.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_1998357,CAKE,2,3.00,6.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4163126,SANDWICH,3,4.00,12.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2574545,COFFEE,,2.00,4.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_8048357,SALAD,4,5.00,20.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4709135,SANDWICH,2,4.00,8.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3140950,JUICE,5,3.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5757196,JUICE,5,3.00,15.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8549341,CAKE,5,3.00,15.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5923474,CAKE,4,3.00,12.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8076449,JUICE,3,3.00,9.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5992635,COFFEE,4,2.00,8.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1309653,SALAD,2,5.00,10.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9041473,SMOOTHIE,2,4.00,8.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1102876,COOKIE,1,1.00,1.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7854162,CAKE,5,3.00,15.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8235042,N/A,1,4.00,4.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1547555,SMOOTHIE,3,4.00,12.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3307518,JUICE,5,3.00,15.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2107161,COOKIE,4,1.00,4.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6901094,SALAD,1,5.00,5.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2111973,TEA,4,1.50,6.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9349471,COFFEE,3,2.00,6.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1687822,SALAD,4,5.00,20.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7988991,TEA,4,1.50,6.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3930313,COOKIE,3,1.00,3.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1983705,N/A,3,3.00,9.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1141405,COOKIE,1,1.00,1.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5728193,SANDWICH,1,4.00,4.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5289658,SMOOTHIE,2,4.00,8.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9190025,TEA,4,1.50,6.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9239309,SALAD,4,5.00,20.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4417326,SANDWICH,3,4.00,12.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1103495,JUICE,1,3.00,3.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5742202,SALAD,2,5.00,10.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1827937,COFFEE,1,2.00,2.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2496249,JUICE,4,3.00,12.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8899417,N/A,3,5.00,15.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1307428,N/A,4,1.50,6.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3099819,N/A,4,2.00,8.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4854751,N/A,3,5.00,15.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
