Cod_Transacao;Produto;Quantidade;Preço Unitário;Valor Total;Forma de Pagamento;Tipo de Consumo;Data da Transação;valor_imputado;is_valid;quality_issues
TXN_3369789;SANDUICHE;5;4,00;20,00;N/A;N/A;15/04/2023;False;True;[]
TXN_7973461;CHÁ;3;1,50;4,50;N/A;PRESENCIAL;11/04/2023;False;True;[]
TXN_7753587;BOLO;1;3,00;3,00;CARTÃO DE CRÉDITO;PARA VIAGEM;28/03/2023;False;True;[]
TXN_4490958;CAFÉ;2;2,00;4,00;N/A;N/A;30/03/2023;False;True;[]
TXN_8715515;N/A;5;3,00;15,00;CARTÃO DE CRÉDITO;PARA VIAGEM;23/07/2023;False;True;[]
TXN_8242126;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;20/11/2023;False;True;[]
TXN_2972659;CHÁ;3;1,50;4,50;N/A;N/A;16/12/2023;False;True;[]
TXN_5685028;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;PARA VIAGEM;12/08/2023;False;True;[]
TXN_9835620;SUCO;2;3,00;6,00;N/A;N/A;09/06/2023;False;True;[]
TXN_9245124;CHÁ;4;1,50;6,00;CARTEIRA DIGITAL;PRESENCIAL;19/04/2023;False;True;[]
TXN_8619762;VITAMINA;4;4,00;16,00;DINHEIRO;PARA VIAGEM;05/08/2023;False;True;[]
TXN_5983031;SUCO;3;3,00;9,00;CARTEIRA DIGITAL;PRESENCIAL;09/03/2023;False;True;[]
TXN_8730549;VITAMINA;4;4,00;16,00;N/A;PARA VIAGEM;04/02/2023;False;True;[]
TXN_6889867;SANDUICHE;5;4,00;20,00;DINHEIRO;N/A;07/03/2023;False;True;[]
TXN_9035484;CAFÉ;2;2,00;4,00;DINHEIRO;N/A;29/06/2023;False;True;[]
TXN_9972525;CAFÉ;4;2,00;8,00;N/A;N/A;31/07/2023;False;True;[]
TXN_3315026;SUCO;5;3,00;15,00;DINHEIRO;N/A;06/11/2023;False;True;[]
TXN_3613385;BISCOITO;3;1,00;3,00;N/A;PARA VIAGEM;26/05/2023;False;True;[]
TXN_9629541;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;N/A;18/12/2023;False;True;[]
TXN_7503640;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;N/A;04/11/2023;False;True;[]
TXN_1135761;N/A;3;3,00;9,00;CARTEIRA DIGITAL;N/A;30/01/2023;False;True;[]
TXN_8558404;SALADA;;5,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;15/07/2023;True;True;[]
TXN_8430735;SUCO;2;3,00;6,00;N/A;N/A;25/10/2023;False;True;[]
TXN_8279865;SUCO;1;;3,00;DINHEIRO;N/A;18/07/2023;True;True;[]
TXN_5906520;SALADA;2;5,00;10,00;N/A;N/A;31/01/2023;False;True;[]
TXN_8250427;CAFÉ;4;2,00;8,00;CARTÃO DE CRÉDITO;N/A;15/09/2023;False;True;[]
TXN_9928337;SUCO;1;3,00;3,00;N/A;PARA VIAGEM;05/11/2023;False;True;[]
TXN_7008306;SALADA;2;5,00;10,00;N/A;N/A;11/04/2023;False;True;[]
TXN_5603538;SUCO;3;3,00;9,00;DINHEIRO;N/A;15/02/2023;False;True;[]
TXN_7368648;CHÁ;1;1,50;1,50;CARTEIRA DIGITAL;PRESENCIAL;09/03/2023;False;True;[]
TXN_6220542;SUCO;3;3,00;9,00;N/A;PARA VIAGEM;24/03/2023;False;True;[]
TXN_3299535;CAFÉ;3;2,00;6,00;N/A;PARA VIAGEM;16/11/2023;False;True;[]
TXN_1217959;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;28/07/2023;False;True;[]
TXN_4390633;CHÁ;2;1,50;3,00;N/A;N/A;17/10/2023;False;True;[]
TXN_5052998;SUCO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;07/10/2023;False;True;[]
TXN_5171332;CHÁ;5;1,50;7,50;DINHEIRO;PARA VIAGEM;05/02/2023;False;True;[]
TXN_4798484;SUCO;3;3,00;9,00;N/A;PRESENCIAL;09/08/2023;False;True;[]
TXN_7905741;BISCOITO;5;1,00;5,00;CARTÃO DE CRÉDITO;N/A;08/02/2023;False;True;[]
TXN_6369875;CHÁ;5;1,50;7,50;DINHEIRO;N/A;04/10/2023;False;True;[]
TXN_7840162;BISCOITO;5;;5,00;DINHEIRO;PARA VIAGEM;27/02/2023;True;True;[]
TXN_9069297;BISCOITO;4;1,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;27/01/2023;False;True;[]
TXN_5017038;SANDUICHE;3;4,00;12,00;N/A;N/A;25/05/2023;False;True;[]
TXN_6748453;SANDUICHE;5;4,00;20,00;N/A;PRESENCIAL;08/05/2023;False;True;[]
TXN_1678985;SUCO;2;3,00;6,00;DINHEIRO;PRESENCIAL;16/07/2023;False;True;[]
TXN_6697669;BOLO;5;3,00;15,00;DINHEIRO;N/A;03/01/2023;False;True;[]
TXN_3131555;SANDUICHE;2;4,00;8,00;DINHEIRO;PARA VIAGEM;04/12/2023;False;True;[]
TXN_1617029;N/A;4;5,00;20,00;DINHEIRO;PARA VIAGEM;15/05/2023;False;True;[]
TXN_7785297;BISCOITO;3;1,00;3,00;DINHEIRO;N/A;06/12/2023;False;True;[]
TXN_9432588;CAFÉ;5;2,00;10,00;N/A;N/A;26/07/2023;False;True;[]
TXN_3313000;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;PRESENCIAL;08/01/2023;False;True;[]
TXN_3120023;BISCOITO;3;1,00;3,00;DINHEIRO;PRESENCIAL;30/09/2023;False;True;[]
TXN_7483257;SANDUICHE;2;4,00;8,00;CARTEIRA DIGITAL;PARA VIAGEM;05/06/2023;False;True;[]
TXN_3430842;BISCOITO;2;1,00;2,00;DINHEIRO;PARA VIAGEM;02/08/2023;False;True;[]
TXN_9622300;SALADA;;5,00;5,00;DINHEIRO;PARA VIAGEM;23/06/2023;True;True;[]
TXN_8822610;BOLO;4;3,00;12,00;N/A;PARA VIAGEM;05/08/2023;False;True;[]
TXN_8005089;SALADA;4;5,00;20,00;N/A;N/A;10/06/2023;False;True;[]
TXN_7009420;SANDUICHE;5;4,00;20,00;N/A;PARA VIAGEM;07/07/2023;False;True;[]
TXN_5118667;CAFÉ;4;2,00;8,00;DINHEIRO;PRESENCIAL;12/12/2023;False;True;[]
TXN_6533180;CAFÉ;5;2,00;10,00;N/A;PARA VIAGEM;03/05/2023;False;True;[]
TXN_6989438;SANDUICHE;4;4,00;16,00;DINHEIRO;PARA VIAGEM;17/12/2023;False;True;[]
TXN_7003185;CHÁ;2;1,50;3,00;N/A;N/A;03/06/2023;False;True;[]
TXN_1139495;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;N/A;19/02/2023;False;True;[]
TXN_1256536;SALADA;1;5,00;5,00;N/A;PARA VIAGEM;16/12/2023;False;True;[]
TXN_6437055;BOLO;1;3,00;3,00;N/A;N/A;22/10/2023;False;True;[]
TXN_6212975;N/A;1;4,00;4,00;CARTÃO DE CRÉDITO;PARA VIAGEM;08/06/2023;False;True;[]
TXN_4223466;SUCO;4;3,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;31/05/2023;False;True;[]
TXN_6684202;SANDUICHE;1;4,00;4,00;N/A;N/A;31/07/2023;False;True;[]
TXN_7279066;N/A;5;3,00;15,00;CARTEIRA DIGITAL;PARA VIAGEM;09/09/2023;False;True;[]
TXN_5032114;SANDUICHE;2;4,00;8,00;N/A;N/A;31/05/2023;False;True;[]
TXN_3411281;BOLO;2;3,00;6,00;N/A;N/A;29/09/2023;False;True;[]
TXN_6608817;SANDUICHE;5;4,00;20,00;CARTÃO DE CRÉDITO;PARA VIAGEM;17/07/2023;False;True;[]
TXN_4258943;SANDUICHE;2;4,00;8,00;CARTÃO DE CRÉDITO;PRESENCIAL;02/01/2023;False;True;[]
TXN_9774691;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;PARA VIAGEM;11/04/2023;False;True;[]
TXN_8556230;N/A;5;1,00;5,00;DINHEIRO;PRESENCIAL;21/05/2023;False;True;[]
TXN_1522430;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;N/A;06/12/2023;False;True;[]
TXN_2797077;N/A;2;5,00;10,00;N/A;PARA VIAGEM;04/07/2023;False;True;[]
TXN_7666909;SUCO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;29/08/2023;False;True;[]
TXN_9365558;SALADA;4;5,00;20,00;CARTÃO DE CRÉDITO;PARA VIAGEM;12/02/2023;False;True;[]
TXN_6837601;SALADA;1;5,00;5,00;CARTEIRA DIGITAL;PARA VIAGEM;05/02/2023;False;True;[]
TXN_1713983;SALADA;2;5,00;10,00;DINHEIRO;PRESENCIAL;11/05/2023;False;True;[]
TXN_4674417;BISCOITO;5;1,00;5,00;CARTEIRA DIGITAL;PARA VIAGEM;03/07/2023;False;True;[]
TXN_4641838;BISCOITO;5;1,00;5,00;CARTÃO DE CRÉDITO;N/A;30/04/2023;False;True;[]
TXN_9315119;SALADA;2;5,00;10,00;N/A;PARA VIAGEM;16/06/2023;False;True;[]
TXN_2552405;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;N/A;22/06/2023;False;True;[]
TXN_3465980;BISCOITO;4;1,00;4,00;DINHEIRO;PARA VIAGEM;08/07/2023;False;True;[]
TXN_4220189;CHÁ;1;1,50;1,50;N/A;PARA VIAGEM;16/08/2023;False;True;[]
TXN_7343905;BOLO;1;3,00;3,00;CARTEIRA DIGITAL;PRESENCIAL;17/01/2023;False;True;[]
TXN_9813938;SANDUICHE;5;4,00;20,00;DINHEIRO;N/A;30/06/2023;False;True;[]
TXN_6129460;SUCO;5;3,00;15,00;DINHEIRO;N/A;19/11/2023;False;True;[]
TXN_9470590;SALADA;1;5,00;5,00;CARTÃO DE CRÉDITO;PARA VIAGEM;11/04/2023;False;True;[]
TXN_7212607;CAFÉ;3;2,00;6,00;CARTEIRA DIGITAL;PRESENCIAL;06/08/2023;False;True;[]
TXN_8384628;SALADA;3;5,00;15,00;CARTÃO DE CRÉDITO;PARA VIAGEM;22/08/2023;False;True;[]
TXN_4200340;BOLO;5;3,00;15,00;DINHEIRO;PARA VIAGEM;06/07/2023;False;True;[]
TXN_9349052;N/A;4;3,00;12,00;DINHEIRO;N/A;31/10/2023;False;True;[]
TXN_2693584;BISCOITO;;1,00;3,00;N/A;N/A;28/10/2023;True;True;[]
TXN_4778105;SUCO;4;3,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;08/10/2023;False;True;[]
TXN_7804488;BISCOITO;2;1,00;2,00;CARTEIRA DIGITAL;N/A;28/11/2023;False;True;[]
TXN_4674667;CAFÉ;2;2,00;4,00;N/A;PARA VIAGEM;24/05/2023;False;True;[]
TXN_4278785;SALADA;3;5,00;15,00;DINHEIRO;PRESENCIAL;29/04/2023;False;True;[]
TXN_4462052;BISCOITO;1;1,00;1,00;DINHEIRO;PRESENCIAL;12/10/2023;False;True;[]
TXN_3379368;BOLO;5;3,00;15,00;CARTÃO DE CRÉDITO;N/A;26/05/2023;False;True;[]
TXN_7651864;VITAMINA;4;4,00;16,00;CARTEIRA DIGITAL;N/A;29/04/2023;False;True;[]
TXN_7089173;SUCO;1;3,00;3,00;CARTEIRA DIGITAL;N/A;14/01/2023;False;True;[]
TXN_1906642;BISCOITO;4;1,00;4,00;N/A;PARA VIAGEM;06/06/2023;False;True;[]
TXN_5410349;N/A;5;3,00;15,00;CARTÃO DE CRÉDITO;PARA VIAGEM;05/03/2023;False;True;[]
TXN_5234368;CAFÉ;3;2,00;6,00;CARTEIRA DIGITAL;N/A;10/06/2023;False;True;[]
TXN_5544904;SALADA;5;5,00;25,00;N/A;N/A;19/04/2023;False;True;[]
TXN_3376958;SALADA;4;5,00;20,00;N/A;PRESENCIAL;31/10/2023;False;True;[]
TXN_5446085;CAFÉ;3;2,00;6,00;CARTEIRA DIGITAL;N/A;16/09/2023;False;True;[]
TXN_9676940;SUCO;2;3,00;6,00;CARTÃO DE CRÉDITO;PARA VIAGEM;16/08/2023;False;True;[]
TXN_2371941;SUCO;2;3,00;6,00;DINHEIRO;N/A;26/01/2023;False;True;[]
TXN_5708913;BOLO;2;3,00;6,00;DINHEIRO;PRESENCIAL;29/04/2023;False;True;[]
TXN_6310726;N/A;3;1,00;3,00;CARTÃO DE CRÉDITO;N/A;30/03/2023;False;True;[]
TXN_4096816;N/A;3;2,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;02/11/2023;False;True;[]
TXN_7451083;CAFÉ;1;2,00;2,00;CARTEIRA DIGITAL;N/A;24/06/2023;False;True;[]
TXN_5132082;SALADA;5;5,00;25,00;N/A;N/A;08/10/2023;False;True;[]
TXN_7323040;BISCOITO;3;1,00;3,00;N/A;PARA VIAGEM;09/11/2023;False;True;[]
TXN_9176418;VITAMINA;1;4,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;02/03/2023;False;True;[]
TXN_9702662;N/A;4;;16,00;N/A;PARA VIAGEM;10/07/2023;True;True;[]
TXN_7612618;VITAMINA;4;4,00;16,00;CARTÃO DE CRÉDITO;N/A;12/04/2023;False;True;[]
TXN_7321789;SUCO;3;3,00;9,00;CARTEIRA DIGITAL;PARA VIAGEM;10/05/2023;False;True;[]
TXN_3679126;BISCOITO;1;1,00;1,00;DINHEIRO;N/A;15/07/2023;False;True;[]
TXN_2008137;CAFÉ;4;2,00;8,00;N/A;N/A;07/10/2023;False;True;[]
TXN_2622670;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;N/A;28/01/2023;False;True;[]
TXN_4791105;N/A;3;4,00;12,00;N/A;PARA VIAGEM;18/05/2023;False;True;[]
TXN_6882819;N/A;1;3,00;3,00;DINHEIRO;N/A;21/08/2023;False;True;[]
TXN_2152670;CHÁ;3;1,50;4,50;CARTÃO DE CRÉDITO;PRESENCIAL;24/12/2023;False;True;[]
TXN_3482117;SANDUICHE;2;4,00;8,00;N/A;N/A;18/07/2023;False;True;[]
TXN_1843989;N/A;5;1,00;5,00;N/A;PARA VIAGEM;19/07/2023;False;True;[]
TXN_4943715;CAFÉ;5;2,00;10,00;CARTEIRA DIGITAL;N/A;06/10/2023;False;True;[]
TXN_8571836;SUCO;3;;9,00;DINHEIRO;N/A;27/12/2023;True;True;[]
TXN_2544176;CHÁ;3;1,50;4,50;N/A;PARA VIAGEM;19/12/2023;False;True;[]
TXN_1589264;N/A;2;5,00;10,00;DINHEIRO;N/A;26/07/2023;False;True;[]
TXN_1379209;CHÁ;5;1,50;7,50;N/A;PRESENCIAL;06/02/2023;False;True;[]
TXN_2515920;N/A;3;3,00;9,00;DINHEIRO;PRESENCIAL;02/10/2023;False;True;[]
TXN_6496099;CAFÉ;;2,00;10,00;CARTEIRA DIGITAL;N/A;21/07/2023;True;True;[]
TXN_8696065;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;04/11/2023;False;True;[]
TXN_4746320;BISCOITO;2;1,00;2,00;N/A;PARA VIAGEM;02/04/2023;False;True;[]
TXN_1250407;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;PARA VIAGEM;21/11/2023;False;True;[]
TXN_1617476;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;PRESENCIAL;10/02/2023;False;True;[]
TXN_4196578;CHÁ;2;1,50;3,00;CARTÃO DE CRÉDITO;N/A;26/06/2023;False;True;[]
TXN_9725461;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;25/11/2023;False;True;[]
TXN_2975443;SALADA;5;5,00;25,00;N/A;PARA VIAGEM;31/12/2023;False;True;[]
TXN_1000555;CHÁ;1;1,50;1,50;CARTÃO DE CRÉDITO;PRESENCIAL;19/10/2023;False;True;[]
TXN_1622411;SALADA;2;5,00;10,00;N/A;PARA VIAGEM;23/07/2023;False;True;[]
TXN_9429128;CAFÉ;;2,00;8,00;CARTÃO DE CRÉDITO;PRESENCIAL;19/12/2023;True;True;[]
TXN_1056277;BISCOITO;;1,00;5,00;N/A;N/A;06/02/2023;True;True;[]
TXN_4801617;SUCO;5;3,00;15,00;N/A;N/A;02/04/2023;False;True;[]
TXN_1365285;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;N/A;11/06/2023;False;True;[]
TXN_3189677;VITAMINA;;4,00;4,00;N/A;N/A;11/01/2023;True;True;[]
TXN_3375399;BISCOITO;;1,00;1,00;CARTEIRA DIGITAL;PARA VIAGEM;21/05/2023;True;True;[]
TXN_9315755;BOLO;5;3,00;15,00;DINHEIRO;PARA VIAGEM;26/09/2023;False;True;[]
TXN_6853678;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;N/A;23/07/2023;False;True;[]
TXN_6530886;CAFÉ;1;2,00;2,00;CARTÃO DE CRÉDITO;N/A;21/10/2023;False;True;[]
TXN_3530720;VITAMINA;5;4,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;18/10/2023;False;True;[]
TXN_1410102;SALADA;1;5,00;5,00;DINHEIRO;PRESENCIAL;23/06/2023;False;True;[]
TXN_6977098;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;PRESENCIAL;09/06/2023;False;True;[]
TXN_7735237;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;PRESENCIAL;13/01/2023;False;True;[]
TXN_7510766;CAFÉ;3;2,00;6,00;N/A;PRESENCIAL;24/07/2023;False;True;[]
TXN_3352256;SANDUICHE;2;4,00;8,00;N/A;PARA VIAGEM;08/09/2023;False;True;[]
TXN_8494538;BOLO;4;3,00;12,00;N/A;N/A;08/11/2023;False;True;[]
TXN_8676769;SALADA;;5,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;16/06/2023;True;True;[]
TXN_5282529;CHÁ;5;1,50;7,50;CARTÃO DE CRÉDITO;PARA VIAGEM;13/04/2023;False;True;[]
TXN_9495930;CAFÉ;2;2,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;23/10/2023;False;True;[]
TXN_3514492;SUCO;3;3,00;9,00;CARTEIRA DIGITAL;PRESENCIAL;23/02/2023;False;True;[]
TXN_1349215;N/A;;4,00;4,00;CARTEIRA DIGITAL;N/A;06/02/2023;True;True;[]
TXN_7223646;BISCOITO;;1,00;5,00;CARTÃO DE CRÉDITO;N/A;19/09/2023;True;True;[]
TXN_4033982;N/A;2;1,50;3,00;CARTÃO DE CRÉDITO;PARA VIAGEM;04/01/2023;False;True;[]
TXN_1842697;N/A;5;;15,00;N/A;N/A;25/10/2023;True;True;[]
TXN_4227337;CHÁ;4;1,50;6,00;CARTEIRA DIGITAL;PARA VIAGEM;15/12/2023;False;True;[]
TXN_5790213;SUCO;3;3,00;9,00;DINHEIRO;N/A;30/08/2023;False;True;[]
TXN_3546261;CHÁ;3;1,50;4,50;N/A;PARA VIAGEM;20/03/2023;False;True;[]
TXN_7119228;N/A;4;3,00;12,00;CARTEIRA DIGITAL;N/A;09/10/2023;False;True;[]
TXN_3334257;SANDUICHE;2;4,00;8,00;DINHEIRO;N/A;10/06/2023;False;True;[]
TXN_5665767;CHÁ;4;1,50;6,00;N/A;N/A;22/08/2023;False;True;[]
TXN_4527464;CHÁ;4;1,50;6,00;N/A;PRESENCIAL;09/08/2023;False;True;[]
TXN_1011236;BOLO;1;3,00;3,00;DINHEIRO;PRESENCIAL;08/02/2023;False;True;[]
TXN_8293691;CAFÉ;4;2,00;8,00;N/A;N/A;30/06/2023;False;True;[]
TXN_7463011;SANDUICHE;2;4,00;8,00;N/A;PRESENCIAL;22/01/2023;False;True;[]
TXN_6872268;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;PRESENCIAL;07/01/2023;False;True;[]
TXN_3999554;CAFÉ;1;2,00;2,00;CARTÃO DE CRÉDITO;PARA VIAGEM;13/09/2023;False;True;[]
TXN_9942247;CAFÉ;2;2,00;4,00;DINHEIRO;PARA VIAGEM;15/10/2023;False;True;[]
TXN_6113452;SANDUICHE;2;4,00;8,00;DINHEIRO;PARA VIAGEM;21/09/2023;False;True;[]
TXN_1752617;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;05/09/2023;False;True;[]
TXN_1949789;SALADA;2;5,00;10,00;N/A;PARA VIAGEM;07/11/2023;False;True;[]
TXN_7386089;SANDUICHE;2;4,00;8,00;N/A;PRESENCIAL;15/07/2023;False;True;[]
TXN_6751134;SANDUICHE;3;;12,00;N/A;N/A;12/01/2023;True;True;[]
TXN_2731270;BOLO;1;3,00;3,00;N/A;PARA VIAGEM;31/05/2023;False;True;[]
TXN_8830813;CAFÉ;;2,00;2,00;DINHEIRO;PRESENCIAL;18/06/2023;True;True;[]
TXN_2548248;BOLO;4;3,00;12,00;N/A;PARA VIAGEM;28/06/2023;False;True;[]
TXN_3026930;BOLO;2;3,00;6,00;DINHEIRO;PRESENCIAL;23/03/2023;False;True;[]
TXN_2824366;SANDUICHE;4;4,00;16,00;N/A;PRESENCIAL;02/07/2023;False;True;[]
TXN_2801651;SUCO;4;3,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;10/07/2023;False;True;[]
TXN_5005592;CAFÉ;1;2,00;2,00;CARTÃO DE CRÉDITO;PRESENCIAL;05/06/2023;False;True;[]
TXN_8284313;SALADA;5;5,00;25,00;N/A;N/A;20/11/2023;False;True;[]
TXN_8058026;CHÁ;1;1,50;1,50;N/A;PARA VIAGEM;19/05/2023;False;True;[]
TXN_2182790;CHÁ;5;1,50;7,50;CARTÃO DE CRÉDITO;PARA VIAGEM;05/05/2023;False;True;[]
TXN_7251929;N/A;2;5,00;10,00;CARTEIRA DIGITAL;PRESENCIAL;31/01/2023;False;True;[]
TXN_2145530;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;N/A;08/10/2023;False;True;[]
TXN_4159861;SUCO;1;3,00;3,00;CARTEIRA DIGITAL;N/A;20/03/2023;False;True;[]
TXN_4600614;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;27/01/2023;False;True;[]
TXN_1853298;BISCOITO;5;1,00;5,00;CARTÃO DE CRÉDITO;N/A;02/01/2023;False;True;[]
TXN_6600858;SANDUICHE;3;4,00;12,00;DINHEIRO;N/A;27/03/2023;False;True;[]
TXN_7494793;VITAMINA;5;;20,00;N/A;PARA VIAGEM;29/12/2023;True;True;[]
TXN_3968170;SALADA;1;5,00;5,00;N/A;PRESENCIAL;05/08/2023;False;True;[]
TXN_4628310;SUCO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;20/04/2023;False;True;[]
TXN_6110009;SUCO;5;3,00;15,00;N/A;PARA VIAGEM;26/12/2023;False;True;[]
TXN_8996187;SALADA;2;;10,00;CARTÃO DE CRÉDITO;PRESENCIAL;28/09/2023;True;True;[]
TXN_3544792;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;N/A;27/06/2023;False;True;[]
TXN_2353057;BOLO;3;3,00;9,00;N/A;PARA VIAGEM;04/08/2023;False;True;[]
TXN_6013295;SUCO;2;3,00;6,00;DINHEIRO;PARA VIAGEM;07/11/2023;False;True;[]
TXN_3200195;SUCO;3;3,00;9,00;CARTEIRA DIGITAL;PRESENCIAL;04/05/2023;False;True;[]
TXN_4860027;BISCOITO;5;1,00;5,00;CARTEIRA DIGITAL;PARA VIAGEM;28/07/2023;False;True;[]
TXN_3509437;N/A;4;4,00;16,00;N/A;PRESENCIAL;06/12/2023;False;True;[]
TXN_5442505;BOLO;4;;12,00;CARTEIRA DIGITAL;PARA VIAGEM;07/09/2023;True;True;[]
TXN_4708410;BOLO;4;3,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;08/10/2023;False;True;[]
TXN_4847617;SANDUICHE;4;4,00;16,00;CARTÃO DE CRÉDITO;N/A;04/08/2023;False;True;[]
TXN_1898329;BOLO;5;3,00;15,00;DINHEIRO;PRESENCIAL;12/04/2023;False;True;[]
TXN_2508266;BISCOITO;1;1,00;1,00;N/A;N/A;28/01/2023;False;True;[]
TXN_1945918;SUCO;2;3,00;6,00;N/A;N/A;12/09/2023;False;True;[]
TXN_8147057;SUCO;1;3,00;3,00;CARTEIRA DIGITAL;PRESENCIAL;21/08/2023;False;True;[]
TXN_9546556;N/A;5;3,00;15,00;DINHEIRO;PRESENCIAL;18/08/2023;False;True;[]
TXN_4935258;BOLO;2;3,00;6,00;CARTÃO DE CRÉDITO;N/A;14/09/2023;False;True;[]
TXN_5588239;BISCOITO;1;1,00;1,00;CARTEIRA DIGITAL;PARA VIAGEM;31/03/2023;False;True;[]
TXN_6575599;CAFÉ;5;2,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;09/10/2023;False;True;[]
TXN_9382156;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;02/06/2023;False;True;[]
TXN_1229376;BOLO;3;3,00;9,00;CARTEIRA DIGITAL;PRESENCIAL;14/08/2023;False;True;[]
TXN_1732216;CAFÉ;3;2,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;30/08/2023;False;True;[]
TXN_1756717;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;N/A;22/01/2023;False;True;[]
TXN_8188857;BOLO;1;3,00;3,00;N/A;N/A;21/12/2023;False;True;[]
TXN_9783697;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;14/07/2023;False;True;[]
TXN_6991253;SUCO;3;3,00;9,00;N/A;PRESENCIAL;13/12/2023;False;True;[]
TXN_7177487;CHÁ;;1,50;6,00;CARTÃO DE CRÉDITO;N/A;07/09/2023;True;True;[]
TXN_8444245;N/A;1;3,00;3,00;DINHEIRO;N/A;30/01/2023;False;True;[]
TXN_3224756;BOLO;2;3,00;6,00;CARTÃO DE CRÉDITO;PARA VIAGEM;20/11/2023;False;True;[]
TXN_3421456;BOLO;;3,00;3,00;N/A;N/A;05/09/2023;True;True;[]
TXN_9421618;BOLO;3;3,00;9,00;DINHEIRO;N/A;21/02/2023;False;True;[]
TXN_9054741;SUCO;1;3,00;3,00;CARTÃO DE CRÉDITO;PARA VIAGEM;24/06/2023;False;True;[]
TXN_9063299;BOLO;4;3,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;15/06/2023;False;True;[]
TXN_4318159;CAFÉ;4;2,00;8,00;CARTEIRA DIGITAL;N/A;30/03/2023;False;True;[]
TXN_8127390;CHÁ;3;1,50;4,50;N/A;PRESENCIAL;19/01/2023;False;True;[]
TXN_9682798;BOLO;3;3,00;9,00;DINHEIRO;PRESENCIAL;15/09/2023;False;True;[]
TXN_9716971;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;N/A;21/06/2023;False;True;[]
TXN_7827797;SALADA;3;5,00;15,00;N/A;PARA VIAGEM;30/06/2023;False;True;[]
TXN_4343391;BISCOITO;5;1,00;5,00;DINHEIRO;PARA VIAGEM;01/06/2023;False;True;[]
TXN_6877186;BISCOITO;2;1,00;2,00;CARTÃO DE CRÉDITO;PRESENCIAL;05/12/2023;False;True;[]
TXN_6559173;VITAMINA;5;4,00;20,00;N/A;N/A;09/08/2023;False;True;[]
TXN_9818498;VITAMINA;3;4,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;01/09/2023;False;True;[]
TXN_2520102;CAFÉ;1;2,00;2,00;CARTEIRA DIGITAL;N/A;08/03/2023;False;True;[]
TXN_9155044;SANDUICHE;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;28/02/2023;False;True;[]
TXN_5625110;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;PARA VIAGEM;07/11/2023;False;True;[]
TXN_8706498;VITAMINA;5;4,00;20,00;N/A;N/A;08/05/2023;False;True;[]
TXN_1188596;SUCO;1;3,00;3,00;DINHEIRO;N/A;24/10/2023;False;True;[]
